date,series,value
1900-07-27,germany,3.4884
1900-07-27,russia,4.1131
1900-08-06,dutch,3.2468
1900-08-17,dutch,3.2468
1900-08-17,france,2.9858
1900-08-17,germany,3.4884
1900-08-17,russia,4.0506
1900-08-24,dutch,3.2468
1900-08-24,france,2.9814
1900-08-24,germany,3.4682
1900-08-24,russia,4.0302
1900-08-31,dutch,3.2468
1900-08-31,france,2.9784
1900-08-31,germany,3.4682
1900-08-31,russia,4.0302
1900-09-02,dutch,3.125
1900-09-03,dutch,3.1646
1900-09-11,dutch,3.1646
1900-09-14,dutch,3.2895
1900-09-14,france,2.9681
1900-09-14,germany,3.4483
1900-09-14,russia,4.01
1900-09-21,dutch,3.3333
1900-09-21,france,2.997
1900-09-21,germany,3.4682
1900-09-21,russia,4.0302
1900-09-28,dutch,3.3784
1900-09-28,france,3.0015
1900-09-28,germany,3.4884
1900-09-28,russia,4.0506
1900-10-08,dutch,3.2895
1900-10-19,dutch,3.3333
1900-10-19,france,2.9985
1900-10-19,germany,3.5294
1900-10-19,russia,4.0712
1900-10-26,dutch,3.3333
1900-10-26,france,2.9948
1900-10-26,germany,3.4483
1900-10-26,russia,4.0506
1900-11-05,dutch,3.2051
1900-11-16,dutch,3.3333
1900-11-16,france,2.9836
1900-11-16,germany,3.4682
1900-11-16,russia,3.99
1900-11-23,dutch,3.2895
1900-11-23,france,2.9821
1900-11-23,germany,3.4682
1900-11-23,russia,3.99
1900-11-30,dutch,3.2895
1900-11-30,france,2.9725
1900-11-30,germany,3.4483
1900-11-30,russia,3.9702
1900-12-01,dutch,3.2051
1900-12-10,dutch,3.3333
1900-12-14,dutch,3.2895
1900-12-14,france,2.9397
1900-12-14,germany,3.4286
1900-12-14,russia,3.9506
1900-12-21,dutch,3.2895
1900-12-21,france,2.9703
1900-12-21,germany,3.4286
1900-12-21,russia,3.9506
1900-12-28,dutch,3.2895
1900-12-28,france,2.9557
1900-12-28,germany,3.4286
1900-12-28,russia,3.9506
1901-01-02,dutch,3.2895
1901-01-03,dutch,3.2468
1901-01-11,dutch,3.1646
1901-01-18,dutch,3.3333
1901-01-18,france,2.9441
1901-01-18,germany,3.4483
1901-01-18,russia,3.9702
1901-01-25,dutch,3.3333
1901-01-25,france,2.9419
1901-01-25,germany,3.4286
1901-01-25,russia,3.9702
1901-02-08,dutch,3.2051
1901-02-15,dutch,3.2468
1901-02-15,france,2.9347
1901-02-15,germany,3.3708
1901-02-15,russia,3.9312
1901-02-22,dutch,3.2468
1901-02-22,france,2.9326
1901-02-22,germany,3.3898
1901-02-22,russia,3.9506
1901-03-05,dutch,3.2468
1901-03-15,dutch,3.2051
1901-03-15,france,2.9297
1901-03-15,germany,3.3708
1901-03-15,russia,3.9216
1901-03-22,dutch,3.2051
1901-03-22,france,2.9593
1901-03-22,germany,3.3898
1901-03-22,russia,3.9216
1901-03-29,dutch,3.2468
1901-03-29,france,2.9608
1901-03-29,germany,3.3708
1901-03-29,russia,3.9409
1901-04-01,dutch,3.3333
1901-04-10,dutch,3.1646
1901-04-19,dutch,3.2468
1901-04-19,france,2.9622
1901-04-19,germany,3.4483
1901-04-19,russia,3.9604
1901-04-26,dutch,3.2468
1901-04-26,france,2.9542
1901-04-26,germany,3.4091
1901-04-26,russia,3.9604
1901-05-04,dutch,3.2468
1901-05-07,dutch,3.2051
1901-05-17,dutch,3.2468
1901-05-17,france,2.9477
1901-05-17,germany,3.4286
1901-05-17,russia,3.9604
1901-05-24,dutch,3.2468
1901-05-24,france,2.9622
1901-05-24,germany,3.4286
1901-05-24,russia,3.9604
1901-05-31,dutch,3.2468
1901-05-31,france,2.9659
1901-05-31,germany,3.4091
1901-05-31,russia,3.9604
1901-06-09,dutch,3.1646
1901-06-12,dutch,3.1646
1901-06-14,dutch,3.1646
1901-06-14,france,2.9674
1901-06-14,germany,3.4091
1901-06-14,russia,3.9409
1901-06-21,dutch,3.1646
1901-06-21,france,2.9948
1901-06-21,germany,3.3708
1901-06-21,russia,3.9409
1901-06-28,dutch,3.1646
1901-06-28,france,2.9948
1901-06-28,germany,3.3333
1901-06-28,russia,3.9409
1901-07-06,dutch,3.2468
1901-07-19,dutch,3.2051
1901-07-19,france,2.9791
1901-07-19,germany,3.3333
1901-07-19,russia,4.0
1901-07-26,dutch,3.2051
1901-07-26,france,2.9814
1901-07-26,germany,3.3333
1901-07-26,russia,4.0201
1901-08-02,dutch,3.2895
1901-08-03,dutch,3.2051
1901-08-11,dutch,3.1646
1901-08-16,dutch,3.2051
1901-08-16,france,2.9542
1901-08-16,germany,3.2967
1901-08-16,russia,3.9801
1901-08-23,dutch,3.2051
1901-08-23,france,2.9542
1901-08-23,germany,3.2967
1901-08-23,russia,3.9409
1901-08-30,dutch,3.2051
1901-08-30,france,2.9528
1901-08-30,germany,3.2967
1901-08-30,russia,3.9409
1901-09-08,dutch,3.2051
1901-09-13,dutch,3.1646
1901-09-13,france,2.9455
1901-09-13,germany,3.2967
1901-09-13,russia,3.9409
1901-09-20,dutch,3.1646
1901-09-20,france,2.9718
1901-09-20,germany,3.2967
1901-09-20,russia,3.9409
1901-09-27,dutch,3.1646
1901-09-27,france,2.9652
1901-09-27,germany,3.2967
1901-09-27,russia,3.9409
1901-10-05,dutch,3.2468
1901-10-18,dutch,3.1646
1901-10-18,france,2.9895
1901-10-18,germany,3.3708
1901-10-18,russia,4.0201
1901-10-25,dutch,3.1646
1901-10-25,france,2.9873
1901-10-25,germany,3.3708
1901-10-25,russia,4.0201
1901-11-01,dutch,3.3333
1901-11-10,dutch,3.1646
1901-11-15,dutch,3.1646
1901-11-15,france,2.9755
1901-11-15,germany,3.3708
1901-11-15,russia,4.0
1901-11-22,dutch,3.1646
1901-11-22,france,2.9681
1901-11-22,germany,3.3898
1901-11-22,russia,4.0
1901-11-29,dutch,3.1646
1901-11-29,france,2.9688
1901-11-29,germany,3.3708
1901-11-29,russia,3.9604
1901-12-04,dutch,3.2468
1901-12-07,dutch,3.2051
1901-12-13,dutch,3.1646
1901-12-13,france,2.9586
1901-12-13,germany,3.352
1901-12-13,russia,3.9801
1901-12-20,dutch,3.1646
1901-12-20,france,2.9866
1901-12-20,germany,3.3333
1901-12-20,russia,3.9409
1901-12-27,dutch,3.1646
1901-12-27,france,2.9985
1901-12-27,germany,3.3333
1901-12-27,russia,3.9409
1902-01-17,dutch,3.1646
1902-01-24,dutch,3.1646
1902-01-31,dutch,3.125
1902-02-05,dutch,3.0864
1902-02-14,dutch,3.125
1902-02-21,dutch,3.125
1902-02-28,dutch,3.0488
1902-03-01,dutch,3.1646
1902-03-10,dutch,3.125
1902-03-14,dutch,3.012
1902-03-21,dutch,3.012
1902-03-28,dutch,3.012
1902-04-04,dutch,3.012
1902-04-07,dutch,3.0488
1902-04-18,dutch,3.0864
1902-04-25,dutch,3.0864
1902-05-09,dutch,3.125
1902-05-12,dutch,3.125
1902-05-16,dutch,3.0864
1902-05-23,dutch,3.0864
1902-05-30,dutch,3.0488
1902-06-06,dutch,3.0488
1902-06-13,dutch,3.0488
1902-06-20,dutch,3.0488
1902-06-27,dutch,3.0488
1902-07-02,dutch,3.125
1902-07-03,dutch,3.0488
1902-07-11,dutch,3.125
1902-07-18,dutch,3.0488
1902-07-25,dutch,3.125
1902-08-08,dutch,3.0864
1902-08-15,dutch,3.0864
1902-08-22,dutch,3.125
1902-08-29,dutch,3.125
1902-09-05,dutch,3.0864
1902-09-19,dutch,3.125
1902-09-26,dutch,3.125
1902-10-01,dutch,3.1646
1902-10-10,dutch,3.125
1902-10-17,dutch,3.125
1902-10-24,dutch,3.125
1902-10-31,dutch,3.125
1902-11-04,dutch,3.0864
1902-11-07,dutch,3.0488
1902-11-14,dutch,3.125
1902-11-21,dutch,3.125
1902-11-28,dutch,3.125
1902-12-09,dutch,3.125
1902-12-12,dutch,3.125
1902-12-19,dutch,3.125
1902-12-26,dutch,3.125
1903-01-05,dutch,3.2051
1903-01-16,dutch,3.1646
1903-01-23,dutch,3.1646
1903-01-30,dutch,3.1646
1903-02-01,dutch,3.1646
1903-02-10,dutch,3.2468
1903-02-13,dutch,3.1646
1903-02-20,dutch,3.1646
1903-02-27,dutch,3.2051
1903-03-04,dutch,3.2051
1903-03-07,dutch,3.1646
1903-03-13,dutch,3.2051
1903-03-20,dutch,3.2051
1903-03-27,dutch,3.2051
1903-04-09,dutch,3.2468
1903-04-12,dutch,3.2051
1903-04-17,dutch,3.2051
1903-04-24,dutch,3.2051
1903-05-06,dutch,3.1646
1903-05-15,dutch,3.2051
1903-05-22,dutch,3.1646
1903-05-29,dutch,3.1646
1903-06-02,dutch,3.125
1903-06-03,dutch,3.2051
1903-06-11,dutch,3.2051
1903-06-19,dutch,3.1646
1903-06-26,dutch,3.125
1903-07-08,dutch,3.2468
1903-07-17,dutch,3.2468
1903-07-24,dutch,3.2468
1903-07-31,dutch,3.2468
1903-08-05,dutch,3.2051
1903-08-14,dutch,3.2051
1903-08-21,dutch,3.2051
1903-08-28,dutch,3.2051
1903-09-01,dutch,3.1646
1903-09-10,dutch,3.2468
1903-09-18,dutch,3.2468
1903-09-25,dutch,3.2468
1903-10-04,dutch,3.2051
1903-10-07,dutch,3.1646
1903-10-16,dutch,3.2051
1903-10-23,dutch,3.2051
1903-10-30,dutch,3.2051
1903-11-09,dutch,3.2468
1903-11-12,dutch,3.1646
1903-11-13,dutch,3.2051
1903-11-20,dutch,3.2468
1903-11-27,dutch,3.2051
1903-12-06,dutch,3.1646
1903-12-18,dutch,3.1646
1903-12-25,dutch,3.1646
1904-01-01,dutch,3.1646
1904-01-04,dutch,3.2468
1904-01-07,dutch,3.2468
1904-01-15,austria_hungary,3.9216
1904-01-15,dutch,3.2468
1904-01-15,france,3.0683
1904-01-15,germany,3.3149
1904-01-15,russia,4.1026
1904-01-22,austria_hungary,3.8835
1904-01-22,dutch,3.2468
1904-01-22,france,3.0675
1904-01-22,germany,3.2787
1904-01-22,russia,4.0609
1904-01-29,austria_hungary,3.8835
1904-01-29,dutch,3.2468
1904-01-29,france,3.0753
1904-01-29,germany,3.2787
1904-01-29,russia,4.1026
1904-02-09,dutch,3.2051
1904-02-12,dutch,3.1646
1904-02-19,austria_hungary,3.9216
1904-02-19,dutch,3.2468
1904-02-19,france,3.1488
1904-02-19,germany,3.3333
1904-02-19,russia,4.4693
1904-02-26,austria_hungary,4.0
1904-02-26,dutch,3.2468
1904-02-26,france,3.1646
1904-02-26,germany,3.3898
1904-02-26,russia,4.3478
1904-03-06,dutch,3.2468
1904-03-18,austria_hungary,3.9604
1904-03-18,dutch,3.2468
1904-03-18,france,3.1414
1904-03-18,germany,3.352
1904-03-18,russia,4.2553
1904-03-25,austria_hungary,3.9604
1904-03-25,dutch,3.2468
1904-03-25,france,3.1307
1904-03-25,germany,3.352
1904-03-25,russia,4.2328
1904-04-03,dutch,3.2468
1904-04-11,dutch,3.1646
1904-04-15,austria_hungary,4.0
1904-04-15,dutch,3.2468
1904-04-15,france,3.0659
1904-04-15,germany,3.3708
1904-04-15,russia,4.3011
1904-04-22,austria_hungary,4.0
1904-04-22,dutch,3.2468
1904-04-22,france,3.0738
1904-04-22,germany,3.3898
1904-04-22,russia,4.3478
1904-04-29,austria_hungary,3.9604
1904-04-29,dutch,3.2468
1904-04-29,france,3.0698
1904-04-29,germany,3.3708
1904-04-29,russia,4.3478
1904-05-02,dutch,3.2051
1904-05-08,dutch,3.2051
1904-05-13,austria_hungary,3.9604
1904-05-13,dutch,3.2468
1904-05-13,france,3.1056
1904-05-13,germany,3.3708
1904-05-13,russia,4.4944
1904-05-20,austria_hungary,3.9604
1904-05-20,dutch,3.2468
1904-05-20,france,3.1016
1904-05-20,germany,3.3898
1904-05-20,russia,4.4944
1904-05-27,austria_hungary,3.9604
1904-05-27,dutch,3.2468
1904-05-27,france,3.0936
1904-05-27,germany,3.3898
1904-05-27,russia,4.4818
1904-06-05,dutch,3.2468
1904-06-17,austria_hungary,3.9604
1904-06-17,dutch,3.2051
1904-06-17,france,3.0769
1904-06-17,germany,3.352
1904-06-17,russia,4.4321
1904-06-24,austria_hungary,3.9604
1904-06-24,dutch,3.2051
1904-06-24,france,3.0722
1904-06-24,germany,3.3333
1904-06-24,russia,4.3243
1904-07-10,dutch,3.2051
1904-07-15,austria_hungary,3.9604
1904-07-15,dutch,3.2051
1904-07-15,france,3.0496
1904-07-15,germany,3.3333
1904-07-15,russia,4.336
1904-07-22,austria_hungary,3.9604
1904-07-22,dutch,3.2051
1904-07-22,france,3.0581
1904-07-22,germany,3.3333
1904-07-22,russia,4.3597
1904-07-29,austria_hungary,3.9216
1904-07-29,dutch,3.2051
1904-07-29,france,3.0714
1904-07-29,germany,3.352
1904-07-29,russia,4.3716
1904-08-01,dutch,3.2468
1904-08-04,dutch,3.2468
1904-08-07,dutch,3.2468
1904-08-19,austria_hungary,3.9216
1904-08-19,dutch,3.2051
1904-08-19,france,3.0581
1904-08-19,germany,3.352
1904-08-19,russia,4.3836
1904-08-26,austria_hungary,3.9216
1904-08-26,dutch,3.2051
1904-08-26,france,3.055
1904-08-26,germany,3.352
1904-08-26,russia,4.3597
1904-09-09,dutch,3.2051
1904-09-12,dutch,3.1646
1904-09-16,austria_hungary,3.9216
1904-09-16,dutch,3.2051
1904-09-16,france,3.0272
1904-09-16,germany,3.3333
1904-09-16,russia,4.3127
1904-09-23,austria_hungary,3.9216
1904-09-23,dutch,3.2051
1904-09-23,france,3.0628
1904-09-23,germany,3.3333
1904-09-23,russia,4.336
1904-09-30,austria_hungary,3.9216
1904-09-30,dutch,3.2051
1904-09-30,france,3.0691
1904-09-30,germany,3.3333
1904-09-30,russia,4.3127
1904-10-06,dutch,3.2468
1904-10-14,austria_hungary,3.9604
1904-10-14,dutch,3.1646
1904-10-14,france,3.0644
1904-10-14,germany,3.3898
1904-10-14,russia,4.3011
1904-10-21,austria_hungary,3.9604
1904-10-21,dutch,3.1646
1904-10-21,france,3.0597
1904-10-21,germany,3.3898
1904-10-21,russia,4.3011
1904-10-28,austria_hungary,3.9604
1904-10-28,dutch,3.1646
1904-10-28,france,3.0722
1904-10-28,germany,3.4091
1904-10-28,russia,4.3127
1904-11-03,dutch,3.2468
1904-11-11,dutch,3.1646
1904-11-18,austria_hungary,3.9216
1904-11-18,dutch,3.1646
1904-11-18,france,3.0511
1904-11-18,germany,3.3898
1904-11-18,russia,4.2781
1904-11-25,austria_hungary,3.9216
1904-11-25,dutch,3.1646
1904-11-25,france,3.0472
1904-11-25,germany,3.3708
1904-11-25,russia,4.2895
1904-12-02,dutch,3.2051
1904-12-08,dutch,3.2051
1904-12-16,austria_hungary,3.9216
1904-12-16,dutch,3.1646
1904-12-16,france,3.0465
1904-12-16,germany,3.352
1904-12-16,russia,4.3011
1904-12-23,austria_hungary,3.9216
1904-12-23,dutch,3.1646
1904-12-23,france,3.0777
1904-12-23,germany,3.352
1904-12-23,russia,4.3478
1904-12-30,austria_hungary,3.9216
1904-12-30,dutch,3.1646
1904-12-30,france,3.0722
1904-12-30,germany,3.352
1904-12-30,russia,4.3716
1905-01-09,dutch,3.2051
1905-01-12,dutch,3.2468
1905-01-13,austria_hungary,3.9216
1905-01-13,dutch,3.2051
1905-01-13,france,3.0604
1905-01-13,germany,3.352
1905-01-13,russia,4.4321
1905-01-20,austria_hungary,3.9216
1905-01-20,dutch,3.2051
1905-01-20,france,3.062
1905-01-20,germany,3.352
1905-01-20,russia,4.4818
1905-01-27,austria_hungary,3.9216
1905-01-27,dutch,3.2051
1905-01-27,france,3.0558
1905-01-27,germany,3.352
1905-01-27,russia,4.4693
1905-02-06,dutch,3.2051
1905-02-17,austria_hungary,3.8835
1905-02-17,dutch,3.2051
1905-02-17,france,3.0038
1905-02-17,germany,3.2967
1905-02-17,russia,4.3836
1905-02-24,austria_hungary,3.8835
1905-02-24,dutch,3.1646
1905-02-24,france,3.009
1905-02-24,germany,3.2967
1905-02-24,russia,4.4818
1905-03-02,dutch,3.2051
1905-03-03,dutch,3.1646
1905-03-11,dutch,3.2468
1905-03-17,austria_hungary,3.8835
1905-03-17,dutch,3.1646
1905-03-17,france,3.012
1905-03-17,germany,3.3149
1905-03-17,russia,4.5714
1905-03-24,austria_hungary,3.8835
1905-03-24,dutch,3.1646
1905-03-24,france,3.0038
1905-03-24,germany,3.3149
1905-03-24,russia,4.507
1905-03-31,austria_hungary,3.9216
1905-03-31,dutch,3.1646
1905-03-31,france,3.0151
1905-03-31,germany,3.2967
1905-03-31,russia,4.4444
1905-04-08,dutch,3.2051
1905-04-14,austria_hungary,3.9604
1905-04-14,dutch,3.1646
1905-04-14,france,3.0196
1905-04-14,germany,3.352
1905-04-14,russia,4.5584
1905-04-21,austria_hungary,3.9604
1905-04-21,dutch,3.1646
1905-04-21,france,3.0204
1905-04-21,germany,3.352
1905-04-21,russia,4.5845
1905-04-28,austria_hungary,3.9604
1905-04-28,dutch,3.2468
1905-04-28,france,3.0449
1905-04-28,germany,3.3708
1905-04-28,russia,4.5977
1905-05-05,dutch,3.2468
1905-05-19,austria_hungary,3.9604
1905-05-19,dutch,3.2051
1905-05-19,france,3.0189
1905-05-19,germany,3.3708
1905-05-19,russia,4.507
1905-05-26,austria_hungary,3.9604
1905-05-26,dutch,3.2051
1905-05-26,france,3.0105
1905-05-26,germany,3.352
1905-05-26,russia,4.507
1905-06-01,dutch,3.2051
1905-06-10,dutch,3.2051
1905-06-16,austria_hungary,3.9604
1905-06-16,dutch,3.2051
1905-06-16,france,3.0189
1905-06-16,germany,3.352
1905-06-16,russia,4.4444
1905-06-23,austria_hungary,3.9604
1905-06-23,dutch,3.2051
1905-06-23,france,3.0465
1905-06-23,germany,3.3708
1905-06-23,russia,4.4818
1905-06-30,austria_hungary,3.9604
1905-06-30,dutch,3.2051
1905-06-30,france,3.0434
1905-06-30,germany,3.3708
1905-06-30,russia,4.5584
1905-07-04,dutch,3.2051
1905-07-07,dutch,3.2468
1905-07-14,austria_hungary,3.9216
1905-07-14,dutch,3.2468
1905-07-14,france,3.0234
1905-07-14,germany,3.352
1905-07-14,russia,4.5977
1905-07-21,austria_hungary,3.9216
1905-07-21,dutch,3.2468
1905-07-21,france,3.0173
1905-07-21,germany,3.352
1905-07-21,russia,4.6243
1905-07-28,austria_hungary,3.9216
1905-07-28,dutch,3.2468
1905-07-28,france,3.0181
1905-07-28,germany,3.352
1905-07-28,russia,4.5198
1905-08-09,dutch,3.2051
1905-08-12,dutch,3.2468
1905-08-18,austria_hungary,3.9216
1905-08-18,dutch,3.2051
1905-08-18,france,3.0068
1905-08-18,germany,3.352
1905-08-18,russia,4.4693
1905-08-25,austria_hungary,3.9216
1905-08-25,dutch,3.2051
1905-08-25,france,3.0075
1905-08-25,germany,3.352
1905-08-25,russia,4.4693
1905-09-06,dutch,3.2051
1905-09-15,austria_hungary,3.8835
1905-09-15,dutch,3.2051
1905-09-15,france,2.9895
1905-09-15,germany,3.3333
1905-09-15,russia,4.2328
1905-09-22,austria_hungary,3.8835
1905-09-22,dutch,3.2051
1905-09-22,france,3.0075
1905-09-22,germany,3.352
1905-09-22,russia,4.2105
1905-09-29,austria_hungary,3.8835
1905-09-29,dutch,3.2051
1905-09-29,france,3.009
1905-09-29,germany,3.352
1905-09-29,russia,4.2105
1905-10-02,dutch,3.2051
1905-10-03,dutch,3.1646
1905-10-11,dutch,3.2468
1905-10-13,austria_hungary,3.9216
1905-10-13,dutch,3.2468
1905-10-13,france,3.012
1905-10-13,germany,3.4091
1905-10-13,russia,4.2895
1905-10-20,austria_hungary,3.9216
1905-10-20,dutch,3.2468
1905-10-20,france,3.0204
1905-10-20,germany,3.4091
1905-10-20,russia,4.3011
1905-10-27,austria_hungary,3.9216
1905-10-27,dutch,3.2468
1905-10-27,france,3.012
1905-10-27,germany,3.4286
1905-10-27,russia,4.4444
1905-11-08,dutch,3.2051
1905-11-17,austria_hungary,4.0
1905-11-17,dutch,3.2468
1905-11-17,france,3.006
1905-11-17,germany,3.4091
1905-11-17,russia,4.5977
1905-11-24,austria_hungary,4.0
1905-11-24,dutch,3.2468
1905-11-24,france,3.0015
1905-11-24,germany,3.4091
1905-11-24,russia,4.507
1905-12-05,dutch,3.2468
1905-12-15,austria_hungary,4.0
1905-12-15,dutch,3.2468
1905-12-15,france,3.0045
1905-12-15,germany,3.3898
1905-12-15,russia,4.9689
1905-12-22,austria_hungary,4.0
1905-12-22,dutch,3.2468
1905-12-22,france,3.038
1905-12-22,germany,3.4091
1905-12-22,russia,5.0794
1905-12-29,austria_hungary,4.0
1905-12-29,dutch,3.2051
1905-12-29,france,3.0272
1905-12-29,germany,3.3898
1905-12-29,russia,4.893
1906-01-06,dutch,3.2468
1906-01-19,austria_hungary,4.0
1906-01-19,dutch,3.2468
1906-01-19,france,3.0295
1906-01-19,germany,3.3898
1906-01-19,russia,4.7337
1906-01-26,austria_hungary,3.9604
1906-01-26,dutch,3.2468
1906-01-26,france,3.0364
1906-01-26,germany,3.4091
1906-01-26,russia,4.8193
1906-02-02,dutch,3.2051
1906-02-03,dutch,3.2051
1906-02-11,dutch,3.3333
1906-02-16,austria_hungary,3.9604
1906-02-16,dutch,3.2051
1906-02-16,france,3.0189
1906-02-16,germany,3.3898
1906-02-16,russia,4.7478
1906-02-23,austria_hungary,3.9604
1906-02-23,dutch,3.2051
1906-02-23,france,3.0204
1906-02-23,germany,3.3898
1906-02-23,russia,4.7478
1906-03-08,dutch,3.2895
1906-03-16,austria_hungary,3.9604
1906-03-16,dutch,3.2051
1906-03-16,france,3.009
1906-03-16,germany,3.3898
1906-03-16,russia,4.7059
1906-03-23,austria_hungary,3.9604
1906-03-23,dutch,3.2051
1906-03-23,france,3.0204
1906-03-23,germany,3.3708
1906-03-23,russia,4.6784
1906-03-30,austria_hungary,3.9604
1906-03-30,dutch,3.2051
1906-03-30,france,3.0288
1906-03-30,germany,3.3708
1906-03-30,russia,4.7059
1906-04-05,dutch,3.2468
1906-04-13,austria_hungary,4.0
1906-04-13,dutch,3.2051
1906-04-13,france,3.028
1906-04-13,germany,3.4286
1906-04-13,russia,4.8338
1906-04-20,austria_hungary,4.0
1906-04-20,dutch,3.2051
1906-04-20,france,3.038
1906-04-20,germany,3.4483
1906-04-20,russia,4.908
1906-04-27,austria_hungary,4.0
1906-04-27,dutch,3.2468
1906-04-27,france,3.0326
1906-04-27,germany,3.4483
1906-04-27,russia,4.8485
1906-05-01,dutch,3.2468
1906-05-10,dutch,3.3333
1906-05-18,austria_hungary,4.0
1906-05-18,dutch,3.2468
1906-05-18,france,3.0288
1906-05-18,germany,3.4483
1906-05-18,russia,4.8632
1906-05-25,austria_hungary,4.0
1906-05-25,dutch,3.2468
1906-05-25,france,3.0334
1906-05-25,germany,3.4483
1906-05-25,russia,4.893
1906-06-04,dutch,3.2051
1906-06-07,dutch,3.2895
1906-06-15,austria_hungary,4.0
1906-06-15,dutch,3.2468
1906-06-15,france,3.0527
1906-06-15,germany,3.4682
1906-06-15,russia,5.0633
1906-06-22,austria_hungary,4.0
1906-06-22,dutch,3.2468
1906-06-22,france,3.0848
1906-06-22,germany,3.4483
1906-06-22,russia,5.1118
1906-06-29,austria_hungary,4.0
1906-06-29,dutch,3.2468
1906-06-29,france,3.1064
1906-06-29,germany,3.4483
1906-06-29,russia,5.1282
1906-07-09,dutch,3.2895
1906-07-12,dutch,3.2895
1906-07-13,austria_hungary,4.0
1906-07-13,dutch,3.2895
1906-07-13,france,3.096
1906-07-13,germany,3.4286
1906-07-13,russia,5.2288
1906-07-20,austria_hungary,4.0
1906-07-20,dutch,3.2895
1906-07-20,france,3.0968
1906-07-20,germany,3.4483
1906-07-20,russia,5.3872
1906-07-27,austria_hungary,4.0
1906-07-27,dutch,3.2895
1906-07-27,france,3.0936
1906-07-27,germany,3.4483
1906-07-27,russia,5.4237
1906-08-06,dutch,3.2468
1906-08-17,austria_hungary,3.9604
1906-08-17,dutch,3.2895
1906-08-17,france,3.0644
1906-08-17,germany,3.4682
1906-08-17,russia,5.4795
1906-08-24,austria_hungary,3.9216
1906-08-24,dutch,3.2895
1906-08-24,france,3.0675
1906-08-24,germany,3.4682
1906-08-24,russia,5.5363
1906-08-31,austria_hungary,4.0
1906-08-31,dutch,3.2895
1906-08-31,france,3.0651
1906-08-31,germany,3.4483
1906-08-31,russia,5.5749
1906-09-02,dutch,3.2051
1906-09-03,dutch,3.2051
1906-09-11,dutch,3.2895
1906-09-14,austria_hungary,4.0
1906-09-14,dutch,3.2895
1906-09-14,france,3.0785
1906-09-14,germany,3.4682
1906-09-14,russia,5.5556
1906-09-21,austria_hungary,4.0
1906-09-21,dutch,3.2895
1906-09-21,france,3.1016
1906-09-21,germany,3.4682
1906-09-21,russia,5.5556
1906-09-28,austria_hungary,4.0
1906-09-28,dutch,3.3333
1906-09-28,france,3.1072
1906-09-28,germany,3.4483
1906-09-28,russia,5.4608
1906-10-08,dutch,3.2895
1906-10-19,austria_hungary,4.0816
1906-10-19,dutch,3.3333
1906-10-19,france,3.1234
1906-10-19,germany,3.5294
1906-10-19,russia,5.4983
1906-10-26,austria_hungary,4.0816
1906-10-26,dutch,3.3333
1906-10-26,france,3.1405
1906-10-26,germany,3.5503
1906-10-26,russia,5.3872
1906-11-05,dutch,3.2468
1906-11-16,austria_hungary,4.0816
1906-11-16,dutch,3.2895
1906-11-16,france,3.1258
1906-11-16,germany,3.5088
1906-11-16,russia,5.1948
1906-11-23,austria_hungary,4.0404
1906-11-23,dutch,3.2895
1906-11-23,france,3.1217
1906-11-23,germany,3.5088
1906-11-23,russia,5.2117
1906-11-30,austria_hungary,4.0404
1906-11-30,dutch,3.2895
1906-11-30,france,3.1266
1906-11-30,germany,3.5088
1906-11-30,russia,5.1118
1906-12-01,dutch,3.2468
1906-12-10,dutch,3.3333
1906-12-14,austria_hungary,4.0404
1906-12-14,dutch,3.2895
1906-12-14,france,3.1193
1906-12-14,germany,3.4884
1906-12-14,russia,5.1948
1906-12-21,austria_hungary,4.0404
1906-12-21,dutch,3.2895
1906-12-21,france,3.1537
1906-12-21,germany,3.4884
1906-12-21,russia,5.1613
1906-12-28,austria_hungary,4.0404
1906-12-28,dutch,3.2468
1906-12-28,france,3.1471
1906-12-28,germany,3.4682
1906-12-28,russia,5.0633
1907-01-02,dutch,3.2895
1907-01-03,dutch,3.2895
1907-01-11,dutch,3.4722
1907-01-18,austria_hungary,4.0404
1907-01-18,dutch,3.3333
1907-01-18,france,3.1579
1907-01-18,germany,3.4884
1907-01-18,russia,5.1282
1907-01-25,austria_hungary,4.0404
1907-01-25,dutch,3.3333
1907-01-25,france,3.1662
1907-01-25,germany,3.4884
1907-01-25,russia,5.1447
1907-02-08,dutch,3.4247
1907-02-15,austria_hungary,4.0
1907-02-15,dutch,3.2895
1907-02-15,france,3.1447
1907-02-15,germany,3.4884
1907-02-15,russia,5.1447
1907-02-22,austria_hungary,4.0
1907-02-22,dutch,3.2895
1907-02-22,france,3.1414
1907-02-22,germany,3.5088
1907-02-22,russia,5.2805
1907-03-05,dutch,3.3784
1907-03-15,austria_hungary,4.0
1907-03-15,dutch,3.3784
1907-03-15,france,3.1274
1907-03-15,germany,3.5503
1907-03-15,russia,5.3333
1907-03-22,austria_hungary,4.0404
1907-03-22,dutch,3.3784
1907-03-22,france,3.1604
1907-03-22,germany,3.5714
1907-03-22,russia,5.3156
1907-03-29,austria_hungary,4.0404
1907-03-29,dutch,3.3784
1907-03-29,france,3.1679
1907-03-29,germany,3.5294
1907-03-29,russia,5.2632
1907-04-01,dutch,3.3333
1907-04-10,dutch,3.4722
1907-04-19,austria_hungary,4.0816
1907-04-19,dutch,3.3784
1907-04-19,france,3.1771
1907-04-19,germany,3.5928
1907-04-19,russia,5.3512
1907-04-26,austria_hungary,4.0404
